working_dog,watchdog,0,train
working_dog,seizure-alert_dog,0,train
working_dog,Sennenhunde,0,train
working_dog,Eskimo_dog,0,train
working_dog,Great_Dane,0,train
working_dog,bull_mastiff,0,train
working_dog,guide_dog,0,train
working_dog,Saint_Bernard,0,train
working_dog,boxer,0,train
working_dog,bulldog,0,train
working_dog,mastiff,0,train
working_dog,police_dog,0,train
working_dog,shepherd_dog,0,train
working_dog,hearing_dog,0,train
working_dog,sled_dog,0,train
watchdog,attack_dog,0,train
watchdog,schipperke,0,train
watchdog,housedog,0,train
watchdog,kuvasz,0,train
watchdog,pinscher,0,train
pinscher,miniature_pinscher,0,train
pinscher,affenpinscher,0,train
pinscher,Doberman,0,train
Sennenhunde,Bernese_mountain_dog,0,train
Sennenhunde,Greater_Swiss_Mountain_dog,0,train
Sennenhunde,EntleBucher,0,train
Sennenhunde,Appenzeller,0,train
guide_dog,Seeing_Eye_dog,0,train
bulldog,French_bulldog,0,train
mastiff,Tibetan_mastiff,0,train
shepherd_dog,Rottweiler,0,train
shepherd_dog,Bouvier_des_Flandres,0,train
shepherd_dog,kelpie,0,train
shepherd_dog,Border_collie,0,train
shepherd_dog,komondor,0,train
shepherd_dog,briard,0,train
shepherd_dog,Belgian_sheepdog,0,train
shepherd_dog,Shetland_sheepdog,0,train
shepherd_dog,collie,0,train
shepherd_dog,Old_English_sheepdog,0,train
shepherd_dog,German_shepherd,0,train
Belgian_sheepdog,malinois,0,train
Belgian_sheepdog,groenendael,0,train
sled_dog,Siberian_husky,0,train
sled_dog,malamute,0,train
neuropteron,snakefly,1,train
neuropteron,spongefly,1,train
neuropteron,lacewing,1,train
neuropteron,ant_lion,1,train
neuropteron,dobson,1,train
neuropteron,alderfly,1,train
neuropteron,fish_fly,1,train
neuropteron,mantispid,1,train
lacewing,brown_lacewing,1,train
lacewing,green_lacewing,1,train
green_lacewing,goldeneye,1,train
body_waste,urine,2,train
body_waste,fecal_matter,2,train
body_waste,vomit,2,train
body_waste,wormcast,2,train
body_waste,human_waste,2,train
body_waste,fecula,2,train
body_waste,guano,2,train
fecal_matter,droppings,2,train
fecal_matter,melena,2,train
fecal_matter,dog_shit,2,train
fecal_matter,meconium,2,train
fecal_matter,crap,2,train
droppings,chip,2,train
droppings,coprolite,2,train
droppings,cow_pie,2,train
droppings,pigeon_droppings,2,train
practice,heritage,3,train
practice,custom,3,train
practice,convention,3,train
custom,habit,3,train
custom,Hadith,3,train
custom,institution,3,train
institution,levirate,3,train
convention,code_of_conduct,3,train
convention,universal,3,train
convention,mores,3,train
code_of_conduct,protocol,3,train
code_of_conduct,courtly_love,3,train
code_of_conduct,knight_errantry,3,train
praise,encomium,4,train
praise,compliment,4,train
praise,recommendation,4,train
praise,eulogy,4,train
praise,superlative,4,train
compliment,trade-last,4,train
compliment,unction,4,train
compliment,flattery,4,train
flattery,blandishment,4,train
flattery,blarney,4,train
flattery,adulation,4,train
flattery,puffery,4,train
recommendation,puff,4,train
recommendation,character,4,train
statistic,deviation,5,train
statistic,demographic,5,train
statistic,average,5,train
statistic,nonparametric_statistic,5,train
statistic,moment,5,train
statistic,vital_statistics,5,train
statistic,parametric_statistic,5,train
statistic,time_series,5,train
deviation,outlier,5,train
deviation,mean_deviation,5,train
average,median,5,train
average,mean,5,train
average,age_norm,5,train
average,mode,5,train
mean,arithmetic_mean,5,train
mean,harmonic_mean,5,train
mean,geometric_mean,5,train
nonparametric_statistic,rank-order_correlation_coefficient,5,train
nonparametric_statistic,Kendall_test,5,train
nonparametric_statistic,phi_coefficient,5,train
Kendall_test,coefficient_of_concordance,5,train
Kendall_test,tau_coefficient_of_correlation,5,train
Kendall_test,Kendall_partial_rank_correlation,5,train
moment,second_moment,5,train
moment,variance,5,train
variance,standard_deviation,5,train
variance,covariance,5,train
parametric_statistic,regression_coefficient,5,train
parametric_statistic,correlation_coefficient,5,train
correlation_coefficient,multiple_correlation_coefficient,5,train
correlation_coefficient,tetrachoric_correlation_coefficient,5,train
correlation_coefficient,product-moment_correlation_coefficient,5,train
correlation_coefficient,split-half_correlation,5,train
correlation_coefficient,biserial_correlation_coefficient,5,train
bottle,smelling_bottle,6,train
bottle,gourd,6,train
bottle,pill_bottle,6,train
bottle,phial,6,train
bottle,beer_bottle,6,train
bottle,whiskey_bottle,6,train
bottle,catsup_bottle,6,train
bottle,water_bottle,6,train
bottle,jug,6,train
bottle,pop_bottle,6,train
bottle,carboy,6,train
bottle,ink_bottle,6,train
bottle,cruet,6,train
bottle,specimen_bottle,6,train
bottle,flask,6,train
bottle,demijohn,6,train
bottle,carafe,6,train
bottle,wine_bottle,6,train
water_bottle,lota,6,train
jug,water_jug,6,train
jug,bellarmine,6,train
jug,whiskey_jug,6,train
flask,hipflask,6,train
flask,ampulla,6,train
flask,vacuum_flask,6,train
flask,round-bottom_flask,6,train
flask,canteen,6,train
flask,Erlenmeyer_flask,6,train
vacuum_flask,thermos,6,train
vacuum_flask,Dewar_flask,6,train
wine_bottle,magnum,6,train
wine_bottle,nebuchadnezzar,6,train
wine_bottle,jeroboam,6,train
wine_bottle,bota,6,train
card_player,eldest_hand,7,train
card_player,bridge_player,7,train
card_player,shuffler,7,train
card_player,Hoyle,7,train
card_player,dealer,7,train
card_player,Culbertson,7,train
card_player,cardsharp,7,train
card_player,cardholder,7,train
bridge_player,bridge_partner,7,train
bridge_player,bidder,7,train
bridge_player,contractor,7,train
bridge_partner,raiser,7,train
bidder,preemptor,7,train
country-dance,landler,8,train
country-dance,square_dance,8,train
country-dance,promenade,8,train
country-dance,longways,8,train
country-dance,do-si-do,8,train
country-dance,sashay,8,train
country-dance,swing,8,train
square_dance,reel,8,train
square_dance,quadrille,8,train
reel,eightsome,8,train
reel,highland_fling,8,train
quadrille,lancers,8,train
longways,Virginia_reel,8,train
drug_user,head,9,train
drug_user,tripper,9,train
drug_user,addict,9,train
head,pill_head,9,train
head,pothead,9,train
head,acid_head,9,train
head,hash_head,9,train
addict,drug_addict,9,train
addict,caffeine_addict,9,train
addict,speed_freak,9,train
drug_addict,cocaine_addict,9,train
drug_addict,opium_addict,9,train
drug_addict,crack_addict,9,train
drug_addict,withdrawer,9,train
drug_addict,heroin_addict,9,train
influence,hypnotism,10,train
influence,exposure,10,train
influence,enticement,10,train
influence,manipulation,10,train
influence,impingement,10,train
influence,cross-pollination,10,train
exposure,overexposure,10,train
exposure,underexposure,10,train
enticement,blandishment,10,train
enticement,leading_astray,10,train
enticement,solicitation,10,train
enticement,seduction,10,train
blandishment,ingratiation,10,train
manipulation,mind_game,10,train
judgment,value_judgment,11,train
judgment,estimate,11,train
judgment,disapproval,11,train
judgment,adjudication,11,train
judgment,logistic_assessment,11,train
judgment,justice,11,train
judgment,evaluation,11,train
value_judgment,moralism,11,train
estimate,appraisal,11,train
estimate,capitalization,11,train
capitalization,market_capitalization,11,train
disapproval,condemnation,11,train
disapproval,stigmatization,11,train
disapproval,disparagement,11,train
disparagement,deprecation,11,train
disparagement,belittling,11,train
disparagement,detraction,11,train
justice,administration,11,train
evaluation,marking,11,train
electrical_discharge,spike,12,train
electrical_discharge,atmospheric_electricity,12,train
electrical_discharge,nerve_impulse,12,train
atmospheric_electricity,jet,12,train
atmospheric_electricity,sprites,12,train
atmospheric_electricity,lightning,12,train
atmospheric_electricity,elves,12,train
lightning,forked_lightning,12,train
lightning,thunderbolt,12,train
nerve_impulse,action_potential,12,train
coefficient,coefficient_of_viscosity,13,train
coefficient,transmittance,13,train
coefficient,drag_coefficient,13,train
coefficient,coefficient_of_self_induction,13,train
coefficient,weight,13,train
coefficient,absorption_coefficient,13,train
coefficient,coefficient_of_reflection,13,train
coefficient,modulus,13,train
coefficient,coefficient_of_mutual_induction,13,train
coefficient,coefficient_of_friction,13,train
coefficient,coefficient_of_expansion,13,train
modulus,coefficient_of_elasticity,13,train
coefficient_of_elasticity,bulk_modulus,13,train
coefficient_of_elasticity,modulus_of_rigidity,13,train
coefficient_of_elasticity,Young's_modulus,13,train
path,walk,14,train
path,bridle_path,14,train
path,pathway,14,train
path,towpath,14,train
path,crossing,14,train
path,lane,14,train
walk,boardwalk,14,train
walk,ambulatory,14,train
walk,catwalk,14,train
walk,promenade,14,train
walk,sidewalk,14,train
walk,skywalk,14,train
walk,flagging,14,train
boardwalk,duckboard,14,train
promenade,esplanade,14,train
crossing,grade_separation,14,train
crossing,pedestrian_crossing,14,train
pedestrian_crossing,pelican_crossing,14,train
pedestrian_crossing,school_crossing,14,train
lane,seaway,14,train
lane,traffic_lane,14,train
lane,free_throw_lane,14,train
lane,bowling_alley,14,train
seaway,Saint_Lawrence_Seaway,14,train
traffic_lane,slow_lane,14,train
traffic_lane,bus_lane,14,train
traffic_lane,fast_lane,14,train
air_travel,flight,15,train
flight,pass,15,train
flight,terrain_flight,15,train
flight,ballooning,15,train
flight,blind_flying,15,train
flight,solo,15,train
flight,acrobatics,15,train
flight,overflight,15,train
flight,maiden_flight,15,train
flight,sortie,15,train
