parent,child,group,flag,predict,pred_flag
Probability and statistics,Probabilistic representations,10002950_2,True,0.8045779466629028,True
Probability and statistics,Nonparametric representations,10002950_2,False,0.6986958980560303,True
Probability and statistics,Probabilistic inference problems,10002950_2,True,0.834141731262207,True
Probability and statistics,Density estimation,10002950_2,False,0.6947413086891174,True
Probability and statistics,Probabilistic reasoning algorithms,10002950_2,True,0.8230728507041931,True
Probability and statistics,Markov-chain Monte Carlo methods,10002950_2,False,0.8113136291503906,True
Probability and statistics,Resampling methods,10002950_2,False,0.8062841296195984,True
Probability and statistics,Statistical paradigms,10002950_2,True,0.7289594411849976,True
Probability and statistics,Regression analysis,10002950_2,False,0.7561365962028503,True
Probability and statistics,Stochastic processes,10002950_2,True,0.8005637526512146,True
Probability and statistics,Bayesian networks,10002950_2,False,0.7853129506111145,True
Probability and statistics,Markov networks,10002950_2,False,0.721923291683197,True
Probability and statistics,Factor graphs,10002950_2,False,0.7099161744117737,True
Probability and statistics,Decision diagrams,10002950_2,False,0.6984787583351135,True
Probability and statistics,Equational models,10002950_2,False,0.5807124972343445,True
Probability and statistics,Causal networks,10002950_2,False,0.6836320161819458,True
Probability and statistics,Stochastic differential equations,10002950_2,False,0.7658824920654297,True
Probability and statistics,Kernel density estimators,10002950_2,False,0.8033180236816406,True
Probability and statistics,Spline models,10002950_2,False,0.7393040657043457,True
Probability and statistics,Bayesian nonparametric models,10002950_2,False,0.8288844227790833,True
Probability and statistics,Maximum likelihood estimation,10002950_2,False,0.7445981502532959,True
Probability and statistics,Bayesian computation,10002950_2,False,0.8148688077926636,True
Probability and statistics,Computing most probable explanation,10002950_2,False,0.4522247314453125,False
Probability and statistics,Hypothesis testing and confidence interval computation,10002950_2,False,0.8233188986778259,True
Probability and statistics,Quantile regression,10002950_2,False,0.8202213644981384,True
Probability and statistics,Max marginal computation,10002950_2,False,0.7463832497596741,True
Probability and statistics,Variable elimination,10002950_2,False,0.7429739832878113,True
Probability and statistics,Loopy belief propagation,10002950_2,False,0.7958293557167053,True
Probability and statistics,Variational methods,10002950_2,False,0.6633503437042236,True
Probability and statistics,Expectation maximization,10002950_2,False,0.7111997008323669,True
Probability and statistics,Gibbs sampling,10002950_2,False,0.7962706685066223,True
Probability and statistics,Metropolis-Hastings algorithm,10002950_2,False,0.7863173484802246,True
Probability and statistics,Simulated annealing,10002950_2,False,0.7370188236236572,True
