parent,child,group,flag,predict,pred_flag
Probability and statistics,Probabilistic representations,10002950_2,True,0.7239018678665161,True
Probability and statistics,Nonparametric representations,10002950_2,False,0.6290627717971802,True
Probability and statistics,Probabilistic inference problems,10002950_2,True,0.7826598882675171,True
Probability and statistics,Density estimation,10002950_2,False,0.7216209173202515,True
Probability and statistics,Probabilistic reasoning algorithms,10002950_2,True,0.756188154220581,True
Probability and statistics,Markov-chain Monte Carlo methods,10002950_2,False,0.6997787952423096,True
Probability and statistics,Resampling methods,10002950_2,False,0.7772032022476196,True
Probability and statistics,Statistical paradigms,10002950_2,True,0.8320544958114624,True
Probability and statistics,Regression analysis,10002950_2,False,0.7886815071105957,True
Probability and statistics,Stochastic processes,10002950_2,True,0.8324505090713501,True
Probability and statistics,Bayesian networks,10002950_2,False,0.7013396620750427,True
Probability and statistics,Markov networks,10002950_2,False,0.4518097937107086,False
Probability and statistics,Factor graphs,10002950_2,False,0.661888599395752,True
Probability and statistics,Decision diagrams,10002950_2,False,0.5255284309387207,True
Probability and statistics,Equational models,10002950_2,False,0.6788840889930725,True
Probability and statistics,Causal networks,10002950_2,False,0.5121917724609375,True
Probability and statistics,Stochastic differential equations,10002950_2,False,0.7222521901130676,True
Probability and statistics,Kernel density estimators,10002950_2,False,0.7973604798316956,True
Probability and statistics,Spline models,10002950_2,False,0.685492992401123,True
Probability and statistics,Bayesian nonparametric models,10002950_2,False,0.7478770017623901,True
Probability and statistics,Maximum likelihood estimation,10002950_2,False,0.7708386778831482,True
Probability and statistics,Bayesian computation,10002950_2,False,0.7971318364143372,True
Probability and statistics,Computing most probable explanation,10002950_2,False,0.58632493019104,True
Probability and statistics,Hypothesis testing and confidence interval computation,10002950_2,False,0.8593812584877014,True
Probability and statistics,Quantile regression,10002950_2,False,0.7701120972633362,True
Probability and statistics,Max marginal computation,10002950_2,False,0.698188841342926,True
Probability and statistics,Variable elimination,10002950_2,False,0.6878896355628967,True
Probability and statistics,Loopy belief propagation,10002950_2,False,0.5324411988258362,True
Probability and statistics,Variational methods,10002950_2,False,0.7105607986450195,True
Probability and statistics,Expectation maximization,10002950_2,False,0.6490034461021423,True
Probability and statistics,Gibbs sampling,10002950_2,False,0.7626887559890747,True
Probability and statistics,Metropolis-Hastings algorithm,10002950_2,False,0.6435880661010742,True
Probability and statistics,Simulated annealing,10002950_2,False,0.579176127910614,True
Probability and statistics,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.7329192161560059,True
Probability and statistics,Sequential Monte Carlo methods,10002950_2,False,0.7398227453231812,True
Probability and statistics,Kalman filters and hidden Markov models,10002950_2,False,0.6984947919845581,True
Probability and statistics,Bootstrapping,10002950_2,False,0.6843754053115845,True
Probability and statistics,Jackknifing,10002950_2,False,0.5402524471282959,True
Probability and statistics,Random number generation,10002950_2,False,0.6905710101127625,True
Probability and statistics,Probabilistic algorithms,10002950_2,True,0.8284857273101807,True
Probability and statistics,Queueing theory,10002950_2,False,0.5908220410346985,True
Probability and statistics,Contingency table analysis,10002950_2,False,0.4947303235530853,False
Probability and statistics,Robust regression,10002950_2,False,0.8076040148735046,True
Probability and statistics,Time series analysis,10002950_2,False,0.6379600167274475,True
Probability and statistics,Survival analysis,10002950_2,False,0.6046112179756165,True
Probability and statistics,Renewal theory,10002950_2,False,0.5728877782821655,True
Probability and statistics,Dimensionality reduction,10002950_2,False,0.6953197717666626,True
Probability and statistics,Cluster analysis,10002950_2,False,0.5474022626876831,True
Probability and statistics,Statistical graphics,10002950_2,False,0.841211199760437,True
Probability and statistics,Exploratory data analysis,10002950_2,False,0.6432931423187256,True
Probability and statistics,Markov processes,10002950_2,False,0.6638240814208984,True
Probability and statistics,Nonparametric statistics,10002950_2,True,0.8843739628791809,True
Probability and statistics,Distribution functions,10002950_2,True,0.7694416046142578,True
Probability and statistics,Multivariate statistics,10002950_2,True,0.8854656219482422,True
Probabilistic representations,Probability and statistics,10002950_2,False,0.05485284700989723,False
Probabilistic representations,Nonparametric representations,10002950_2,True,0.47872766852378845,False
Probabilistic representations,Probabilistic inference problems,10002950_2,False,0.10879425704479218,False
Probabilistic representations,Density estimation,10002950_2,False,0.07461117953062057,False
Probabilistic representations,Probabilistic reasoning algorithms,10002950_2,False,0.10486741364002228,False
Probabilistic representations,Markov-chain Monte Carlo methods,10002950_2,False,0.05017327517271042,False
Probabilistic representations,Resampling methods,10002950_2,False,0.0781143456697464,False
Probabilistic representations,Statistical paradigms,10002950_2,False,0.05079014599323273,False
Probabilistic representations,Regression analysis,10002950_2,False,0.040981270372867584,False
Probabilistic representations,Stochastic processes,10002950_2,False,0.06993313133716583,False
Probabilistic representations,Bayesian networks,10002950_2,True,0.043563999235630035,False
Probabilistic representations,Markov networks,10002950_2,True,0.058647189289331436,False
Probabilistic representations,Factor graphs,10002950_2,True,0.059177082031965256,False
Probabilistic representations,Decision diagrams,10002950_2,True,0.05085158720612526,False
Probabilistic representations,Equational models,10002950_2,True,0.09180531650781631,False
Probabilistic representations,Causal networks,10002950_2,True,0.059580132365226746,False
Probabilistic representations,Stochastic differential equations,10002950_2,True,0.061900850385427475,False
Probabilistic representations,Kernel density estimators,10002950_2,False,0.0774962455034256,False
Probabilistic representations,Spline models,10002950_2,False,0.0794292539358139,False
Probabilistic representations,Bayesian nonparametric models,10002950_2,False,0.05134836211800575,False
Probabilistic representations,Maximum likelihood estimation,10002950_2,False,0.08489814400672913,False
Probabilistic representations,Bayesian computation,10002950_2,False,0.04663725569844246,False
Probabilistic representations,Computing most probable explanation,10002950_2,False,0.04611051827669144,False
Probabilistic representations,Hypothesis testing and confidence interval computation,10002950_2,False,0.05820155516266823,False
Probabilistic representations,Quantile regression,10002950_2,False,0.058192040771245956,False
Probabilistic representations,Max marginal computation,10002950_2,False,0.05933971703052521,False
Probabilistic representations,Variable elimination,10002950_2,False,0.08243482559919357,False
Probabilistic representations,Loopy belief propagation,10002950_2,False,0.037655044347047806,False
Probabilistic representations,Variational methods,10002950_2,False,0.09099279344081879,False
Probabilistic representations,Expectation maximization,10002950_2,False,0.05183345824480057,False
Probabilistic representations,Gibbs sampling,10002950_2,False,0.09731543809175491,False
Probabilistic representations,Metropolis-Hastings algorithm,10002950_2,False,0.04991510882973671,False
Probabilistic representations,Simulated annealing,10002950_2,False,0.056080643087625504,False
Probabilistic representations,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.06774654984474182,False
Probabilistic representations,Sequential Monte Carlo methods,10002950_2,False,0.045762404799461365,False
Probabilistic representations,Kalman filters and hidden Markov models,10002950_2,False,0.07446987926959991,False
Probabilistic representations,Bootstrapping,10002950_2,False,0.05513297766447067,False
Probabilistic representations,Jackknifing,10002950_2,False,0.04594695195555687,False
Probabilistic representations,Random number generation,10002950_2,False,0.058299534022808075,False
Probabilistic representations,Probabilistic algorithms,10002950_2,False,0.14848555624485016,False
Probabilistic representations,Queueing theory,10002950_2,False,0.05125818029046059,False
Probabilistic representations,Contingency table analysis,10002950_2,False,0.041468631476163864,False
Probabilistic representations,Robust regression,10002950_2,False,0.07793354988098145,False
Probabilistic representations,Time series analysis,10002950_2,False,0.029968315735459328,False
Probabilistic representations,Survival analysis,10002950_2,False,0.023648403584957123,False
Probabilistic representations,Renewal theory,10002950_2,False,0.06218859180808067,False
Probabilistic representations,Dimensionality reduction,10002950_2,False,0.08900577574968338,False
Probabilistic representations,Cluster analysis,10002950_2,False,0.029529916122555733,False
Probabilistic representations,Statistical graphics,10002950_2,False,0.04395417124032974,False
Probabilistic representations,Exploratory data analysis,10002950_2,False,0.025854429230093956,False
Probabilistic representations,Markov processes,10002950_2,False,0.06623072177171707,False
Probabilistic representations,Nonparametric statistics,10002950_2,False,0.043593164533376694,False
Probabilistic representations,Distribution functions,10002950_2,False,0.1571260243654251,False
Probabilistic representations,Multivariate statistics,10002950_2,False,0.04367011785507202,False
Nonparametric representations,Probability and statistics,10002950_2,False,0.0543605238199234,False
Nonparametric representations,Probabilistic representations,10002950_2,False,0.5747615694999695,True
Nonparametric representations,Probabilistic inference problems,10002950_2,False,0.0822596326470375,False
Nonparametric representations,Density estimation,10002950_2,False,0.11841893941164017,False
Nonparametric representations,Probabilistic reasoning algorithms,10002950_2,False,0.07715053856372833,False
Nonparametric representations,Markov-chain Monte Carlo methods,10002950_2,False,0.09530416876077652,False
Nonparametric representations,Resampling methods,10002950_2,False,0.11414609849452972,False
Nonparametric representations,Statistical paradigms,10002950_2,False,0.0495593436062336,False
Nonparametric representations,Regression analysis,10002950_2,False,0.0776112750172615,False
Nonparametric representations,Stochastic processes,10002950_2,False,0.07620266824960709,False
Nonparametric representations,Bayesian networks,10002950_2,False,0.06719177961349487,False
Nonparametric representations,Markov networks,10002950_2,False,0.09793433547019958,False
Nonparametric representations,Factor graphs,10002950_2,False,0.09910054504871368,False
Nonparametric representations,Decision diagrams,10002950_2,False,0.06768613308668137,False
Nonparametric representations,Equational models,10002950_2,False,0.1069222018122673,False
Nonparametric representations,Causal networks,10002950_2,False,0.05889645591378212,False
Nonparametric representations,Stochastic differential equations,10002950_2,False,0.07695280760526657,False
Nonparametric representations,Kernel density estimators,10002950_2,True,0.1381085366010666,False
Nonparametric representations,Spline models,10002950_2,True,0.13083712756633759,False
Nonparametric representations,Bayesian nonparametric models,10002950_2,True,0.09855179488658905,False
Nonparametric representations,Maximum likelihood estimation,10002950_2,False,0.13006415963172913,False
Nonparametric representations,Bayesian computation,10002950_2,False,0.0642194077372551,False
Nonparametric representations,Computing most probable explanation,10002950_2,False,0.04217008501291275,False
Nonparametric representations,Hypothesis testing and confidence interval computation,10002950_2,False,0.09434054791927338,False
Nonparametric representations,Quantile regression,10002950_2,False,0.12938843667507172,False
Nonparametric representations,Max marginal computation,10002950_2,False,0.10949081182479858,False
Nonparametric representations,Variable elimination,10002950_2,False,0.09515468776226044,False
Nonparametric representations,Loopy belief propagation,10002950_2,False,0.0749666839838028,False
Nonparametric representations,Variational methods,10002950_2,False,0.14840085804462433,False
Nonparametric representations,Expectation maximization,10002950_2,False,0.07245249301195145,False
Nonparametric representations,Gibbs sampling,10002950_2,False,0.15008750557899475,False
Nonparametric representations,Metropolis-Hastings algorithm,10002950_2,False,0.07860039174556732,False
Nonparametric representations,Simulated annealing,10002950_2,False,0.0768989697098732,False
Nonparametric representations,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.10997264832258224,False
Nonparametric representations,Sequential Monte Carlo methods,10002950_2,False,0.08992403000593185,False
Nonparametric representations,Kalman filters and hidden Markov models,10002950_2,False,0.14801545441150665,False
Nonparametric representations,Bootstrapping,10002950_2,False,0.08169141411781311,False
Nonparametric representations,Jackknifing,10002950_2,False,0.054005611687898636,False
Nonparametric representations,Random number generation,10002950_2,False,0.08079631626605988,False
Nonparametric representations,Probabilistic algorithms,10002950_2,False,0.1064828485250473,False
Nonparametric representations,Queueing theory,10002950_2,False,0.06531616300344467,False
Nonparametric representations,Contingency table analysis,10002950_2,False,0.05946876108646393,False
Nonparametric representations,Robust regression,10002950_2,False,0.12670744955539703,False
Nonparametric representations,Time series analysis,10002950_2,False,0.06069128215312958,False
Nonparametric representations,Survival analysis,10002950_2,False,0.04039224609732628,False
Nonparametric representations,Renewal theory,10002950_2,False,0.08159402757883072,False
Nonparametric representations,Dimensionality reduction,10002950_2,False,0.13209320604801178,False
Nonparametric representations,Cluster analysis,10002950_2,False,0.049646731466054916,False
Nonparametric representations,Statistical graphics,10002950_2,False,0.07588408887386322,False
Nonparametric representations,Exploratory data analysis,10002950_2,False,0.050938837230205536,False
Nonparametric representations,Markov processes,10002950_2,False,0.10850954055786133,False
Nonparametric representations,Nonparametric statistics,10002950_2,False,0.1522495001554489,False
Nonparametric representations,Distribution functions,10002950_2,False,0.1689833700656891,False
Nonparametric representations,Multivariate statistics,10002950_2,False,0.07259855419397354,False
Probabilistic inference problems,Probability and statistics,10002950_2,False,0.1848764419555664,False
Probabilistic inference problems,Probabilistic representations,10002950_2,False,0.32092735171318054,False
Probabilistic inference problems,Nonparametric representations,10002950_2,False,0.22140544652938843,False
Probabilistic inference problems,Density estimation,10002950_2,True,0.2729617953300476,False
Probabilistic inference problems,Probabilistic reasoning algorithms,10002950_2,False,0.3385157883167267,False
Probabilistic inference problems,Markov-chain Monte Carlo methods,10002950_2,False,0.30976247787475586,False
Probabilistic inference problems,Resampling methods,10002950_2,False,0.3451709449291229,False
Probabilistic inference problems,Statistical paradigms,10002950_2,False,0.2070845663547516,False
Probabilistic inference problems,Regression analysis,10002950_2,False,0.24820435047149658,False
Probabilistic inference problems,Stochastic processes,10002950_2,False,0.26572343707084656,False
Probabilistic inference problems,Bayesian networks,10002950_2,False,0.20419733226299286,False
Probabilistic inference problems,Markov networks,10002950_2,False,0.1606496423482895,False
Probabilistic inference problems,Factor graphs,10002950_2,False,0.18569321930408478,False
Probabilistic inference problems,Decision diagrams,10002950_2,False,0.13523265719413757,False
Probabilistic inference problems,Equational models,10002950_2,False,0.21547219157218933,False
Probabilistic inference problems,Causal networks,10002950_2,False,0.19496743381023407,False
Probabilistic inference problems,Stochastic differential equations,10002950_2,False,0.18611086905002594,False
Probabilistic inference problems,Kernel density estimators,10002950_2,False,0.32584989070892334,False
Probabilistic inference problems,Spline models,10002950_2,False,0.22158537805080414,False
Probabilistic inference problems,Bayesian nonparametric models,10002950_2,False,0.29244086146354675,False
Probabilistic inference problems,Maximum likelihood estimation,10002950_2,True,0.30210766196250916,False
Probabilistic inference problems,Bayesian computation,10002950_2,True,0.24842238426208496,False
Probabilistic inference problems,Computing most probable explanation,10002950_2,True,0.1506326049566269,False
Probabilistic inference problems,Hypothesis testing and confidence interval computation,10002950_2,True,0.38323143124580383,False
Probabilistic inference problems,Quantile regression,10002950_2,False,0.2561529278755188,False
Probabilistic inference problems,Max marginal computation,10002950_2,True,0.23084568977355957,False
Probabilistic inference problems,Variable elimination,10002950_2,False,0.23227162659168243,False
Probabilistic inference problems,Loopy belief propagation,10002950_2,False,0.15245364606380463,False
Probabilistic inference problems,Variational methods,10002950_2,False,0.28098154067993164,False
Probabilistic inference problems,Expectation maximization,10002950_2,False,0.15320400893688202,False
Probabilistic inference problems,Gibbs sampling,10002950_2,False,0.3190285265445709,False
Probabilistic inference problems,Metropolis-Hastings algorithm,10002950_2,False,0.22853003442287445,False
Probabilistic inference problems,Simulated annealing,10002950_2,False,0.22730036079883575,False
Probabilistic inference problems,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.3970247209072113,False
Probabilistic inference problems,Sequential Monte Carlo methods,10002950_2,False,0.24879620969295502,False
